ccp_mapping,source_name,pollutant,year,value,units
Agriculture,Managed Manure,CH4,2007,0.150424015358115,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2008,0.147135005453815,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2009,0.14562145300617,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2010,0.148694267776538,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2011,0.14965468155755302,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2012,0.153034735112488,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2013,0.152563136548017,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2014,0.160590900958964,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2015,0.165267170526357,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2016,0.16373648795642298,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2017,0.16338978668635099,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2018,0.16366047636172998,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,1990,0.015332833568975126,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,1995,0.015122681753762445,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,1998,0.015603302593361705,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,1999,0.015337022937302233,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2000,0.015149190683381136,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2001,0.013950460274094979,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2002,0.014169505693281419,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2003,0.01412354652870863,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2004,0.014228016948977306,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2005,0.014685347800530992,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2006,0.014606265927097704,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2007,0.01433461388229596,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2008,0.013963621047401365,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2009,0.013722743347945064,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2010,0.013748282524628699,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2011,0.013629594478864466,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2012,0.013444591708586189,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2013,0.01308771414015174,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2014,0.013140244589956588,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2015,0.013212537017069032,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2016,0.013118780000438448,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2017,0.012765935995403621,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2018,0.012547902432734421,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,1990,0.4102564216972637,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,1995,0.4090423770537446,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,1998,0.4134467038667293,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,1999,0.4075924598033955,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2000,0.4067179163733115,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2001,0.3833222963834404,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2002,0.38604410348549584,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2003,0.3877984802348858,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2004,0.39194724851428825,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2005,0.4003645197305853,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2006,0.39130556629919794,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2007,0.384851233991462,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2008,0.3718913273544065,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2009,0.3653055837117358,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2010,0.36765262568618756,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2011,0.36293573482634883,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2012,0.35648284969158545,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2013,0.34905893918140796,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2014,0.34465479564725465,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2015,0.3425086084699282,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2016,0.3412039511882502,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2017,0.33121840895378346,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2018,0.3255413954930317,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,1990,0.025900831875000002,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,1995,0.024547126,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,1998,0.025618607625,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,1999,0.0251213509,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2000,0.025185430524999997,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2001,0.023586807749999997,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2002,0.023089321675,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2003,0.022926444724999998,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2004,0.023039858325,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2005,0.02308207275,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2006,0.020881368725000002,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2007,0.022625883649999998,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2008,0.019991081600000002,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2009,0.020341769275,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2010,0.02130414275,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2011,0.022762756475,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2012,0.022444583575,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2013,0.020485317025,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2014,0.021459835025,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2015,0.022157587800000003,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2016,0.021497282925,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2017,0.022120732575,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2018,0.020955054275,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,1990,0.00330877675,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,1995,0.00331880365,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,1998,0.0034184998749999997,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,1999,0.0034529982999999998,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2000,0.00341756565,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2001,0.00325024485,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2002,0.0031570897,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2003,0.003140909575,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2004,0.003138477925,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2005,0.003122689375,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2006,0.0027273632500000003,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2007,0.002964594475,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2008,0.00264201015,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2009,0.002719584775,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2010,0.002944456925,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2011,0.0032064459750000005,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2012,0.00316187245,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2013,0.0028747064,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2014,0.00298176015,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2015,0.0031175929500000003,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2016,0.0029372674250000004,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2017,0.002990925775,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2018,0.002847261225,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,1990,1.5436880048250002e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,1995,2.4940808777320256e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,1998,3.720048221092501e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,1999,3.428015803115625e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2000,0.00036787642316100006,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2001,4.357444991805e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2002,4.2052373591512497e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2003,4.0423930991409366e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2004,4.0474505933662554e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2005,4.007603865501567e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2006,4.0786225931925004e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2007,4.3848020299725e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2008,4.43540342947875e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2009,4.485639489114529e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2010,4.8259615484475004e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2011,4.5968228448975e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2012,4.11500919380625e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2013,3.68907474695625e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2014,3.777805055778749e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2015,3.88453429351125e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2016,3.84873903313875e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2017,3.8920469061937504e-4,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2018,3.7912589679149996e-4,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,1990,0.06532595631980999,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,1995,0.07933767929432846,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,1998,0.09461267050533408,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,1999,0.07680205043966867,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2000,0.07734715309305551,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2001,0.08186110337502005,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2002,0.07168382769824767,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2003,0.066094033059277,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2004,0.06328539095216679,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2005,0.06283551078695827,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2006,0.0618388996642853,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2007,0.06018805273025927,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2008,0.056772049125323625,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2009,0.05093108044458398,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2010,0.052927362765614216,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2011,0.05012413171196178,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2012,0.046876416159166906,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2013,0.03956601322682441,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2014,0.04066346800620108,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2015,0.04085871539218091,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2016,0.04247950275253906,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2017,0.04189055608843304,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2018,0.040741114842544494,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,1990,2.2691342320439996e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,1995,2.3114404788793006e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,1998,2.4526079325572e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,1999,2.40681645817266e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2000,2.788057607984e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2001,3.719693586391e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2002,4.3662085099296e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2003,5.242510753437999e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2004,6.354602746423999e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2005,6.184966434931e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2006,6.199447528945e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2007,6.797896651799e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2008,7.004021210707999e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2009,7.230738016188878e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2010,8.368700726659001e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2011,8.370088992164817e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2012,7.776959097145277e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2013,8.100115996253999e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2014,8.592280182292e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2015,8.755987072535001e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2016,9.284539076494001e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2017,9.747489271326e-5,megatonnes of co2 equivelant
Agriculture,Excreta,CH4,2018,1.0313373111075001e-4,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,1990,0.006059276223816841,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,1995,0.00589558067008932,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,1998,0.005600892381564151,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,1999,0.00460500934539741,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2000,0.005694100651097747,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2001,0.006465669912671627,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2002,0.006233783145088559,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2003,0.00599899448645795,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2004,0.00644484248401685,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2005,0.005957206453128525,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2006,0.005632257500442569,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2007,0.0059002159425064395,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2008,0.00577456428498999,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2009,0.00565535872885153,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2010,0.006288101298172129,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2011,0.0063018991718209565,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2012,0.006112003463009451,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2013,0.006128688466852805,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2014,0.00642624190340277,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2015,0.005935782350229475,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2016,0.0065050153429433094,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2017,0.006690186299856166,megatonnes of co2 equivelant
Agriculture,Managed Manure,CH4,2018,0.0069205827107458534,megatonnes of co2 equivelant
Agriculture,Wastes,CH4,1990,0.00187491925,megatonnes of co2 equivelant
Agriculture,Wastes,CH4,1995,0.002144551,megatonnes of co2 equivelant
Agriculture,Wastes,CH4,1998,0.0030728047499999998,megatonnes of co2 equivelant
Agriculture,Wastes,CH4,1999,0.00308605332142858,megatonnes of co2 equivelant
Agriculture,Wastes,CH4,2000,0.00309384964285715,megatonnes of co2 equivelant
Agriculture,Wastes,CH4,2001,0.00311450971428573,megatonnes of co2 equivelant
Agriculture,Wastes,CH4,2002,0.00313128928571428,megatonnes of co2 equivelant
Agriculture,Wastes,CH4,2003,0.0031426271071428495,megatonnes of co2 equivelant
Agriculture,Wastes,CH4,2004,0.00315914992857142,megatonnes of co2 equivelant
Agriculture,Wastes,CH4,2005,0.0031750570000000002,megatonnes of co2 equivelant
Agriculture,Wastes,CH4,2006,0.00316295525,megatonnes of co2 equivelant
Agriculture,Wastes,CH4,2007,0.0031528375,megatonnes of co2 equivelant
Agriculture,Wastes,CH4,2008,0.003145299,megatonnes of co2 equivelant
Agriculture,Wastes,CH4,2009,0.0031349345,megatonnes of co2 equivelant
Agriculture,Wastes,CH4,2010,0.00312821225,megatonnes of co2 equivelant
Agriculture,Wastes,CH4,2011,0.0031001845,megatonnes of co2 equivelant
Agriculture,Wastes,CH4,2012,0.00307360825,megatonnes of co2 equivelant
Agriculture,Wastes,CH4,2013,0.0030473685,megatonnes of co2 equivelant
